,Nb sommets,Nb aretes,Time_limit,Statut_exp,Statut_CP,Statut_CPM,Statut_Martin,Statut_cycle,Objectif_exp,Objectif_CP,Objectif_CPM,Objectif_Martin,Objectif_cycle,Ecriture_exp,Ecriture_CP,Ecriture_CPM,Ecriture_Martin,Ecriture_cycle,Resolution_exp,Resolution_CP,Resolution_CPM,Resolution_Martin,Resolution_cycle
Spd_RF2_120_202_2395,120,202,442,,1,1,1,,,7,11,32,,,0.061063289642333984,2.9074509143829346,2.128268003463745,,,6.143433570861816,647.3995151519775,444.5464062690735,
Spd_RF2_120_202_2403,120,202,442,,1,1,1,,,9,11,10,,,0.11837244033813477,3.5166232585906982,2.052729606628418,,,4.071985244750977,647.2991924285889,444.97493171691895,
Spd_RF2_140_157_2611,140,157,417,,1,1,1,,,35,35,35,,,0.06238913536071777,2.8493497371673584,1.884065866470337,,,0.3826260566711426,16.997701168060303,55.65831279754639,
Spd_RF2_140_157_2619,140,157,417,,1,1,1,,,34,34,34,,,0.06003737449645996,3.0272481441497803,1.89105224609375,,,0.5906333923339844,18.95703649520874,29.73407816886902,
Spd_RF2_140_157_2627,140,157,417,,1,1,1,,,35,35,35,,,0.07255697250366211,1.8194739818572998,1.9062931537628174,,,0.9581880569458008,59.22859001159668,139.7686161994934,
Spd_RF2_140_157_2635,140,157,417,,1,1,1,,,34,34,34,,,0.0635371208190918,2.8510470390319824,2.0144829750061035,,,0.6016206741333008,8.940825462341309,23.860921382904053,
Spd_RF2_140_157_2643,140,157,417,,1,1,1,,,33,33,33,,,0.05518937110900879,2.8034110069274902,1.7727069854736328,,,3.033585548400879,7.554556369781494,26.373074054718018,
Spd_RF2_140_175_2651,140,175,435,,1,1,1,,,24,24,23,,,0.14102935791015625,3.1800875663757324,2.0455336570739746,,,1.7085294723510742,169.48453402519226,127.20261120796204,
Spd_RF2_140_175_2659,140,175,435,,1,1,1,,,27,27,27,,,0.06217312812805176,2.903921127319336,2.0028090476989746,,,0.7874858379364014,196.42647910118103,151.3412322998047,
Spd_RF2_140_175_2667,140,175,435,,1,1,1,,,26,26,26,,,0.05864429473876953,3.128743886947632,2.085096597671509,,,1.8371188640594482,613.5420527458191,310.9752788543701,
Spd_RF2_140_175_2675,140,175,435,,1,1,1,,,25,25,25,,,0.06518149375915527,3.092095375061035,2.4345898628234863,,,0.7467958927154541,203.9621741771698,289.3577342033386,
Spd_RF2_140_175_2683,140,175,435,,1,1,1,,,27,27,27,,,0.058129072189331055,3.134753704071045,2.072089672088623,,,0.7595489025115967,105.45574998855591,134.44791913032532,
Spd_RF2_140_193_2691,140,193,453,,1,1,1,,,18,18,18,,,0.062042236328125,3.841975688934326,2.223154067993164,,,0.9456403255462646,464.35019278526306,353.43747115135193,
Spd_RF2_140_193_2699,140,193,453,,1,1,1,,,18,19,20,,,0.06406474113464355,2.6369519233703613,2.312481641769409,,,12.981233596801758,649.6085269451141,455.74540519714355,
Spd_RF2_140_193_2707,140,193,453,,1,1,1,,,19,19,20,,,0.047408103942871094,3.709427833557129,2.8171446323394775,,,1.3343079090118408,615.9142677783966,455.59998846054077,
Spd_RF2_140_193_2715,140,193,453,,1,1,1,,,20,22,23,,,0.0399022102355957,2.3275249004364014,2.265979051589966,,,4.903188943862915,648.9496066570282,455.66338872909546,
Spd_RF2_140_193_2723,140,193,453,,1,1,1,,,19,21,21,,,0.0392916202545166,2.3245670795440674,2.3586361408233643,,,4.411810636520386,648.8362221717834,455.7481920719147,
Spd_RF2_140_211_2731,140,211,471,,1,1,1,,,14,17,17,,,0.04391193389892578,2.5938034057617188,2.4993560314178467,,,1.6447556018829346,685.0860829353333,474.41753911972046,
Spd_RF2_140_211_2739,140,211,471,,1,1,1,,,17,20,22,,,0.050276756286621094,2.6579205989837646,2.403404951095581,,,8.698819160461426,685.1076302528381,473.8663065433502,
Spd_RF2_140_211_2747,140,211,471,,1,1,1,,,16,21,16,,,0.04172635078430176,2.537062406539917,2.402766227722168,,,2.7927021980285645,685.2238974571228,473.46437096595764,
Spd_RF2_140_211_2755,140,211,471,,1,1,1,,,14,14,15,,,0.03873586654663086,2.5401620864868164,1.6852846145629883,,,0.5048608779907227,243.59435868263245,473.0246112346649,
Spd_RF2_140_211_2763,140,211,471,,1,1,1,,,15,17,17,,,0.04334092140197754,3.8298683166503906,1.5357179641723633,,,4.555907964706421,686.4911630153656,473.5977749824524,
Spd_RF2_140_229_2771,140,229,489,,1,1,1,,,10,11,15,,,0.041886329650878906,6.0179266929626465,3.3383536338806152,,,2.4851953983306885,723.9694747924805,492.0590708255768,
Spd_RF2_140_229_2779,140,229,489,,1,1,1,,,9,15,13,,,0.07358002662658691,2.7743823528289795,3.7255799770355225,,,9.443459510803223,721.5388956069946,492.4148499965668,
Spd_RF2_140_229_2787,140,229,489,,1,1,1,,,11,16,18,,,0.040627479553222656,2.547609567642212,2.600823163986206,,,8.9109046459198,721.2977902889252,492.45902729034424,
Spd_RF2_140_229_2795,140,229,489,,1,1,1,,,11,26,36,,,0.04060077667236328,2.9745490550994873,2.9792063236236572,,,4.344926595687866,721.2890884876251,491.844441652298,
Spd_RF2_140_229_2803,140,229,489,,1,1,1,,,12,14,13,,,0.07620382308959961,2.552398443222046,1.7060868740081787,,,7.693564414978027,721.1930406093597,492.70787239074707,
Spd_RF2_160_179_3011,160,179,459,,1,1,1,,,39,39,39,,,0.03458690643310547,2.5202927589416504,2.073312759399414,,,0.2869439125061035,22.73090100288391,104.46017932891846,
Spd_RF2_160_179_3019,160,179,459,,1,1,1,,,39,39,39,,,0.03446602821350098,2.4413883686065674,1.5542950630187988,,,0.4423990249633789,10.830132722854614,52.8130738735199,
Spd_RF2_160_179_3027,160,179,459,,1,1,1,,,41,41,41,,,0.03399920463562012,2.5001189708709717,1.659820795059204,,,0.412076473236084,78.16256666183472,193.61376452445984,
Spd_RF2_160_179_3035,160,179,459,,1,1,1,,,40,40,40,,,0.033831119537353516,2.4612393379211426,1.5434989929199219,,,0.34481215476989746,68.04333114624023,63.040932178497314,
Spd_RF2_160_179_3043,160,179,459,,1,1,1,,,40,40,40,,,0.06174898147583008,2.4953465461730957,1.7309224605560303,,,0.26937294006347656,6.527996778488159,24.81539034843445,
Spd_RF2_160_198_3051,160,198,478,,1,1,1,,,32,32,32,,,0.03951382637023926,2.6580421924591064,1.7061748504638672,,,0.32260680198669434,235.36398363113403,482.5005466938019,
Spd_RF2_160_198_3059,160,198,478,,1,1,1,,,29,29,32,,,0.038878679275512695,2.6195976734161377,3.241617202758789,,,3.142716884613037,596.1142892837524,481.7258245944977,
Spd_RF2_160_198_3067,160,198,478,,1,1,1,,,32,33,32,,,0.04437756538391113,2.71189546585083,3.353020668029785,,,0.486339807510376,679.444041967392,215.48012590408325,
Spd_RF2_160_198_3075,160,198,478,,1,1,1,,,31,31,33,,,0.03783559799194336,2.887946367263794,1.7655951976776123,,,6.83106541633606,679.1290423870087,480.7088677883148,
Spd_RF2_160_198_3083,160,198,478,,1,1,1,,,32,32,34,,,0.03952145576477051,2.5807673931121826,2.7203848361968994,,,1.1849801540374756,679.1952660083771,480.57689452171326,
Spd_RF2_160_218_3091,160,218,498,,1,1,1,,,22,22,23,,,0.04582691192626953,2.9003472328186035,1.8766522407531738,,,7.072170972824097,273.6446852684021,500.5205943584442,
Spd_RF2_160_218_3099,160,218,498,,1,1,1,,,25,26,27,,,0.04172992706298828,2.846668004989624,1.8736627101898193,,,0.8893165588378906,719.2848370075226,500.37404346466064,
Spd_RF2_160_218_3107,160,218,498,,1,1,1,,,21,22,23,,,0.04071998596191406,2.9593653678894043,1.8049640655517578,,,4.051680326461792,719.3893718719482,500.3219258785248,
Spd_RF2_160_218_3115,160,218,498,,1,1,1,,,24,24,26,,,0.04161524772644043,2.9116740226745605,1.760972023010254,,,0.8737702369689941,391.4025089740753,500.33001708984375,
Spd_RF2_160_218_3123,160,218,498,,1,1,1,,,25,26,26,,,0.03882861137390137,2.817997455596924,1.82957124710083,,,0.536013126373291,719.516850233078,500.30446696281433,
Spd_RF2_160_237_3131,160,237,517,,1,1,1,,,20,37,25,,,0.045807838439941406,3.012969970703125,1.9723172187805176,,,11.381289720535278,757.7508037090302,519.4769275188446,
Spd_RF2_160_237_3139,160,237,517,,1,1,1,,,16,18,20,,,0.045546531677246094,3.001378059387207,1.9186806678771973,,,8.385291337966919,757.7913527488708,519.5841298103333,
Spd_RF2_160_237_3147,160,237,517,,1,1,1,,,17,21,24,,,0.043001413345336914,3.0068178176879883,1.9318721294403076,,,13.044029712677002,757.7448167800903,519.5701940059662,
Spd_RF2_160_237_3155,160,237,517,,1,1,1,,,16,22,20,,,0.041239023208618164,3.1148624420166016,1.9396026134490967,,,11.485758781433105,757.7410209178925,519.6071572303772,
Spd_RF2_160_237_3163,160,237,517,,1,1,1,,,18,20,22,,,0.0415194034576416,3.073519468307495,1.8991262912750244,,,6.338465690612793,757.72616314888,519.4823768138885,
Spd_RF2_160_257_3171,160,257,537,,1,1,1,,,16,33,21,,,0.04425406455993652,3.4149999618530273,2.0700173377990723,,,3.9867963790893555,798.226241350174,540.3398342132568,
Spd_RF2_160_257_3179,160,257,537,,1,1,1,,,13,15,16,,,0.04436612129211426,3.363074779510498,3.216046094894409,,,7.9521095752716064,798.1262447834015,541.3485631942749,
Spd_RF2_160_257_3187,160,257,537,,1,1,1,,,12,37,15,,,0.0441899299621582,3.294721841812134,2.0919647216796875,,,14.73512887954712,797.989848613739,539.8166100978851,
Spd_RF2_160_257_3195,160,257,537,,1,1,1,,,13,15,51,,,0.04350852966308594,3.3095831871032715,2.08748459815979,,,6.7841551303863525,798.0328488349915,539.6730804443359,
Spd_RF2_160_257_3203,160,257,537,,1,1,1,,,13,15,17,,,0.04433560371398926,3.2677230834960938,2.250284194946289,,,9.473594188690186,798.0950365066528,540.3208153247833,
Spd_RF2_180_200_3411,180,200,500,,1,1,,,,47,47,,,,0.03982996940612793,3.0471458435058594,,,,0.24886775016784668,31.727137327194214,,
Spd_RF2_180_200_3419,180,200,500,,1,1,,,,47,47,,,,0.03943347930908203,4.538294315338135,,,,0.2844877243041992,50.48796772956848,,
Spd_RF2_180_200_3427,180,200,500,,1,1,,,,47,47,,,,0.03903603553771973,3.0347108840942383,,,,0.5095469951629639,55.243467807769775,,
Spd_RF2_180_200_3435,180,200,500,,1,1,,,,46,46,,,,0.03799724578857422,2.9812309741973877,,,,0.40180015563964844,98.29704117774963,,
Spd_RF2_180_200_3443,180,200,500,,1,1,,,,45,45,,,,0.038877010345458984,2.9406120777130127,,,,0.45734167098999023,98.80886316299438,,
Spd_RF2_180_221_3451,180,221,521,,1,1,,,,33,34,,,,0.042191267013549805,4.14093017578125,,,,3.3116350173950195,747.8833050727844,,
Spd_RF2_180_221_3459,180,221,521,,1,1,,,,36,39,,,,0.04005885124206543,3.699629306793213,,,,6.160561561584473,746.4902937412262,,
Spd_RF2_180_221_3467,180,221,521,,1,1,,,,34,34,,,,0.0702521800994873,3.8902618885040283,,,,0.6515779495239258,326.22587728500366,,
Spd_RF2_180_221_3475,180,221,521,,1,1,,,,35,36,,,,0.039823055267333984,3.801194667816162,,,,4.5490806102752686,747.5689778327942,,
Spd_RF2_180_221_3483,180,221,521,,1,1,,,,37,37,,,,0.0430450439453125,6.115890741348267,,,,0.5237884521484375,268.39350295066833,,
Spd_RF2_180_242_3491,180,242,542,,1,1,,,,25,28,,,,0.04497933387756348,4.1580235958099365,,,,8.334354162216187,788.9590086936951,,
Spd_RF2_180_242_3499,180,242,542,,1,1,,,,26,27,,,,0.044692039489746094,4.149240016937256,,,,6.956974983215332,789.6882543563843,,
Spd_RF2_180_242_3507,180,242,542,,1,1,,,,26,36,,,,0.044821739196777344,6.501351356506348,,,,2.9002106189727783,791.1845717430115,,
Spd_RF2_180_242_3515,180,242,542,,1,1,,,,25,28,,,,0.045079946517944336,6.612321615219116,,,,3.360405206680298,790.6925840377808,,
Spd_RF2_180_242_3523,180,242,542,,1,1,,,,25,27,,,,0.045659542083740234,3.7934515476226807,,,,4.556780576705933,788.4233548641205,,
Spd_RF2_180_263_3531,180,263,563,,1,1,,,,19,24,,,,0.04683232307434082,4.100074052810669,,,,17.383182048797607,831.911164522171,,
Spd_RF2_180_263_3539,180,263,563,,1,1,,,,21,41,,,,0.04720258712768555,6.480140209197998,,,,2.072315216064453,832.3834447860718,,
Spd_RF2_180_263_3547,180,263,563,,1,1,,,,21,22,,,,0.04742717742919922,4.001381874084473,,,,4.366401672363281,830.851922750473,,
Spd_RF2_180_263_3555,180,263,563,,1,1,,,,21,36,,,,0.04750967025756836,4.1119065284729,,,,8.525346040725708,832.3418302536011,,
Spd_RF2_180_263_3563,180,263,563,,1,1,,,,23,43,,,,0.04652142524719238,3.9961724281311035,,,,5.311768054962158,830.7118663787842,,
Spd_RF2_180_284_3571,180,284,584,,1,1,,,,16,21,,,,0.05167198181152344,4.48379921913147,,,,24.334043979644775,873.495302438736,,
Spd_RF2_180_284_3579,180,284,584,,1,1,,,,17,20,,,,0.05081534385681152,8.363017559051514,,,,21.422117948532104,875.0949475765228,,
Spd_RF2_180_284_3587,180,284,584,,1,1,,,,15,23,,,,0.052091121673583984,4.160813331604004,,,,22.08117389678955,873.1661620140076,,
Spd_RF2_180_284_3595,180,284,584,,1,1,,,,20,23,,,,0.05024123191833496,4.292240381240845,,,,6.6886396408081055,873.1385111808777,,
Spd_RF2_180_284_3603,180,284,584,,1,1,,,,20,38,,,,0.04996228218078613,4.474477529525757,,,,5.485995054244995,873.1345148086548,,
Spd_RF2_200_222_3811,200,222,542,,1,1,1,,,51,51,51,,,0.046278953552246094,3.9263617992401123,2.4911422729492188,,,0.25136470794677734,10.849085569381714,86.08435297012329,
Spd_RF2_200_222_3819,200,222,542,,1,1,,,,50,50,,,,0.04292464256286621,3.949442148208618,,,,0.42997050285339355,13.233310461044312,,
Spd_RF2_200_222_3827,200,222,542,,1,1,,,,50,50,,,,0.05175662040710449,4.068948984146118,,,,0.4278218746185303,144.57861161231995,,
Spd_RF2_200_222_3835,200,222,542,,1,1,,,,51,51,,,,0.04528403282165527,3.929564952850342,,,,0.3208956718444824,134.61825823783875,,
Spd_RF2_200_222_3843,200,222,542,,1,1,,,,51,51,,,,0.04281973838806152,4.1465983390808105,,,,0.29694557189941406,90.61550164222717,,
Spd_RF2_200_244_3851,200,244,564,,1,1,,,,40,43,,,,0.04833531379699707,4.2926108837127686,,,,3.2067997455596924,813.0501835346222,,
Spd_RF2_200_244_3859,200,244,564,,1,1,,,,42,42,,,,0.045256614685058594,4.112041473388672,,,,0.6209301948547363,676.0402956008911,,
Spd_RF2_200_244_3867,200,244,564,,1,1,,,,39,39,,,,0.07885050773620605,4.373548746109009,,,,2.1477949619293213,814.2513771057129,,
Spd_RF2_200_244_3875,200,244,564,,1,1,,,,37,38,,,,0.04614877700805664,7.109416961669922,,,,1.7338712215423584,815.7549839019775,,
Spd_RF2_200_244_3883,200,244,564,,1,1,,,,39,41,,,,0.047649383544921875,7.6822309494018555,,,,7.672143459320068,815.607878446579,,
Spd_RF2_200_267_3891,200,267,587,,1,1,,,,31,33,,,,0.04998350143432617,7.559812545776367,,,,5.031385898590088,863.5075449943542,,
Spd_RF2_200_267_3899,200,267,587,,1,1,,,,30,53,,,,0.049263715744018555,8.611563920974731,,,,11.691529512405396,862.6560900211334,,
Spd_RF2_200_267_3907,200,267,587,,1,1,,,,30,34,,,,0.04836392402648926,8.113394021987915,,,,1.3751304149627686,862.896918296814,,
Spd_RF2_200_267_3915,200,267,587,,1,1,,,,30,49,,,,0.08415746688842773,8.590956926345825,,,,3.711747646331787,862.290632724762,,
Spd_RF2_200_267_3923,200,267,587,,1,1,,,,31,33,,,,0.05064678192138672,9.144918441772461,,,,6.1418211460113525,862.363890171051,,
Spd_RF2_200_289_3931,200,289,609,,1,1,,,,23,48,,,,0.050657033920288086,8.266847610473633,,,,4.898754835128784,906.5156235694885,,
Spd_RF2_200_289_3939,200,289,609,,1,1,,,,25,29,,,,0.051856279373168945,4.952375650405884,,,,10.827237367630005,903.924426317215,,
Spd_RF2_200_289_3947,200,289,609,,1,1,,,,25,47,,,,0.054605722427368164,5.164103984832764,,,,10.62723183631897,904.7167861461639,,
Spd_RF2_200_289_3955,200,289,609,,1,1,,,,26,29,,,,0.05351901054382324,5.115882635116577,,,,10.142512321472168,904.6858854293823,,
Spd_RF2_200_289_3963,200,289,609,,1,1,,,,25,48,,,,0.05254721641540527,4.960489988327026,,,,8.934191942214966,903.9389021396637,,
Spd_RF2_200_312_3971,200,312,632,,1,1,,,,18,51,,,,0.05541253089904785,5.449130058288574,,,,16.82362985610962,950.4790682792664,,
Spd_RF2_200_312_3979,200,312,632,,1,1,,,,16,49,,,,0.055504560470581055,5.125531196594238,,,,18.66962695121765,950.3970949649811,,
Spd_RF2_200_312_3987,200,312,632,,1,1,,,,19,40,,,,0.06711602210998535,5.241309642791748,,,,11.509095430374146,950.6329109668732,,
Spd_RF2_200_312_3995,200,312,632,,1,1,,,,17,41,,,,0.05463838577270508,5.356389760971069,,,,14.45537519454956,950.6334972381592,,
Spd_RF2_200_312_4003,200,312,632,,1,1,,,,19,44,,,,0.08182477951049805,5.423677206039429,,,,19.29827117919922,950.3203520774841,,
Spd_RF2_20_27_211,20,27,167,1,1,1,1,,1,1,1,1,,196.94833755493164,0.00606536865234375,0.09099245071411133,0.04011845588684082,,42.393593311309814,0.0711514949798584,0.21954059600830078,0.1112215518951416,
Spd_RF2_20_27_219,20,27,167,1,1,1,1,,2,2,2,2,,203.05827832221985,0.005039691925048828,0.09564065933227539,0.05891227722167969,,43.06570553779602,0.05672168731689453,0.22266817092895508,0.23123431205749512,
Spd_RF2_20_27_227,20,27,167,,1,1,1,,,2,2,1,,,0.00603795051574707,0.07392001152038574,0.03644919395446777,,,0.05610322952270508,0.523118257522583,0.13120007514953613,
Spd_RF2_20_27_235,20,27,167,,1,1,1,,,3,3,3,,,0.006010770797729492,0.0425410270690918,0.02695631980895996,,,0.05549740791320801,0.14057374000549316,0.12154316902160645,
Spd_RF2_20_27_243,20,27,167,,1,1,1,,,4,4,4,,,0.006005764007568359,0.04214930534362793,0.026694774627685547,,,0.05336427688598633,0.14092445373535156,0.139678955078125,
Spd_RF2_20_34_251,20,34,174,,1,1,1,,,1,1,1,,,0.006002187728881836,0.05091547966003418,0.0339055061340332,,,0.06663203239440918,0.20248866081237793,0.1616230010986328,
Spd_RF2_20_34_259,20,34,174,,1,1,1,,,1,1,1,,,0.006009817123413086,0.051312923431396484,0.030599355697631836,,,0.08044767379760742,0.18385934829711914,0.14784836769104004,
